RK,Unnamed: 1,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Unnamed: 20,Unnamed: 21,2010,Drafted?,Draft Pick,Draft Year
1902,Amin Stevens,F,31,15.9,5.7,2.3,4.9,46.4,0.4,1.2,33.3,0.8,1.3,62.5,3.3,0.8,0.5,0.4,1.4,,,,,,
1903,An'Juan Wilderness,F,24,17.3,5.7,2.4,4.0,61.1,0.0,0.2,20.0,0.8,1.8,46.5,2.8,1.0,0.4,0.1,1.1,,,,,,
1903,Mark Veazey,C,24,16.6,5.7,2.2,4.6,47.7,0.0,0.0,0.0,1.3,1.5,83.8,2.8,0.4,0.2,0.7,1.0,,,,,,
1905,Amadou Mbodji,F,27,19.7,5.7,2.4,4.2,56.6,0.0,0.0,0.0,1.0,1.3,74.3,5.3,0.6,0.4,1.8,0.9,,,,,,
1906,Sammy Schickel,G,30,17.2,5.7,2.1,5.4,38.9,1.2,3.6,33.3,0.3,0.4,69.2,2.5,0.6,0.2,0.0,1.1,,,,,,
1907,Sam Sussenguth,F,29,22.4,5.7,2.2,3.4,65.7,0.0,0.1,50.0,1.2,1.4,85.0,4.9,0.6,0.3,1.0,1.1,,,,,,
1907,J'hared Hall,G,29,14.5,5.7,2.0,4.5,43.5,1.1,2.8,40.7,0.6,1.0,64.3,1.5,0.5,0.5,0.2,0.9,,,,,,
1909,Stephen Tyree,G-F,31,26.4,5.7,1.8,3.7,48.2,0.3,0.6,50.0,1.8,2.6,68.3,5.2,1.7,1.0,0.1,1.5,,,,,,
1909,D.J. Boney,G,31,26.3,5.7,1.6,5.0,31.4,1.2,3.9,30.0,1.4,1.6,84.0,2.5,1.4,0.5,0.1,1.2,,,,,,
1909,Tremayne Russell,G,31,17.3,5.7,1.9,4.7,40.7,0.2,1.2,18.9,1.6,2.5,67.1,2.1,1.3,1.2,0.2,1.6,,,,,,
1912,Malcolm Thomas,F,9,18.9,5.7,2.0,6.0,33.3,0.3,1.6,21.4,1.3,1.7,80.0,1.8,0.7,1.0,0.2,1.8,,,,,,
1912,Chris Birrell,G,30,27.2,5.7,2.0,6.3,31.2,1.5,4.9,29.9,0.3,0.3,80.0,2.6,2.2,1.6,0.1,1.8,,,,,,
1914,Billy Pettiford,F,35,33.1,5.7,1.9,4.5,43.6,0.1,0.2,50.0,1.7,2.3,74.7,5.9,3.8,2.2,1.1,2.7,,,,,,
1915,Josh Bonney,G,32,15.2,5.7,2.1,6.6,32.4,0.3,1.9,14.8,1.1,1.6,69.2,1.3,2.5,0.4,0.0,1.9,,,,,,
1915,Jason Holmes,F,32,18.6,5.7,2.2,4.3,50.7,0.2,0.5,37.5,1.1,2.1,53.0,3.0,0.2,0.7,0.7,1.5,,,,,,
1917,Brandon Williams,G,29,25.5,5.7,1.9,5.9,32.4,1.3,4.1,30.8,0.6,1.0,58.6,2.1,2.7,0.8,0.0,1.6,,,,,,
1917,JayDee Luster,G,29,27.9,5.7,1.5,5.1,29.9,0.7,2.4,26.8,2.0,3.0,65.5,3.0,4.3,1.2,0.0,2.6,,,,,,
1917,Marques Oliver,F,29,17.3,5.7,2.2,3.9,56.6,0.0,0.1,0.0,1.2,2.1,59.0,3.4,0.5,0.9,0.9,0.7,,,,,,
1920,DeShawn Patterson,G-F,31,23.4,5.6,1.8,3.8,46.2,0.3,0.9,29.6,1.8,2.6,70.4,3.0,3.0,1.7,0.2,1.8,,,,,,
1921,Kelvin McConnell,G,33,21.4,5.6,1.8,4.7,38.3,1.2,3.3,35.2,0.9,1.2,76.9,1.0,1.5,0.5,0.0,1.3,,,,,,
1921,Tevin Galvin,G,33,20.6,5.6,1.9,5.1,38.3,0.4,1.7,23.6,1.4,2.1,64.3,4.8,1.1,0.9,0.3,1.1,,,,,,
1923,Marcus Nelson,G,27,24.0,5.6,2.1,4.0,53.2,0.0,0.1,0.0,1.3,2.5,52.9,3.6,1.8,1.4,0.8,1.7,,,,,,
1924,Robert Tibbs,F,29,16.6,5.6,1.5,2.9,52.4,0.3,0.7,38.1,2.3,3.0,77.0,3.3,0.7,0.7,0.3,1.3,,,,,,
1925,Amath M'Baye,F,21,19.9,5.6,1.8,3.9,46.3,0.1,0.9,11.1,1.9,3.5,54.8,3.2,0.5,0.5,0.9,1.8,,,,,,
1926,Kenneth Cooper,C,34,19.1,5.6,1.9,4.3,44.1,0.0,0.1,0.0,1.9,3.4,54.3,3.8,0.3,0.3,0.5,1.0,,,,,,
1927,Emmanuel Bidias a Moute,F,31,19.3,5.6,2.1,4.7,44.8,0.0,0.0,0.0,1.4,2.5,57.9,6.0,1.3,0.9,0.9,1.6,,,,,,
1927,Riley Grafft,F,31,19.2,5.6,2.3,4.8,47.7,0.2,0.6,25.0,0.9,1.2,71.1,3.6,0.7,0.3,0.5,1.5,,,,,,
1927,Justin Haynes,G-F,31,25.0,5.6,2.2,3.5,60.9,0.2,0.6,31.6,1.1,2.3,47.9,2.8,0.8,1.0,0.1,1.2,,,,,,
1930,Paul Williams,G,36,20.4,5.6,1.8,4.9,37.1,1.1,3.1,35.1,0.9,1.2,75.0,2.2,0.9,0.3,0.1,0.6,,,,,,
1931,Ken Holdman,G,33,29.4,5.6,1.9,4.4,43.2,0.4,1.2,35.0,1.4,2.2,63.4,3.7,1.7,1.3,0.6,1.8,,,,,,
1932,Travis Busch,F,25,18.6,5.6,2.0,5.0,40.0,0.0,0.3,14.3,1.6,2.2,69.6,2.2,0.8,0.7,0.1,1.0,,,,,,
1932,Marc Larson,C,30,20.7,5.6,2.1,4.4,48.5,0.0,0.0,0.0,1.3,1.8,72.7,4.2,0.5,0.3,0.6,1.4,,,,,,
1932,Clinton Houston,F,15,17.1,5.6,1.6,3.9,41.4,0.0,0.0,0.0,2.4,3.1,78.3,3.5,0.3,0.3,0.5,1.0,,,,,,
1932,Zack Atkinson,C,30,17.8,5.6,2.4,4.6,52.5,0.0,0.0,0.0,0.7,1.2,59.5,3.6,0.2,0.3,1.3,0.7,,,,,,
1932,Sean Johnson,G,30,14.9,5.6,2.0,4.7,43.3,0.2,0.9,21.4,1.3,2.0,66.7,1.3,0.9,0.5,0.1,1.2,,,,,,
1932,Denzel Barnes,G,30,18.5,5.6,1.7,5.0,34.9,0.8,2.4,33.8,1.3,2.0,67.8,1.5,2.3,0.9,0.0,2.1,,,,,,
1938,Stanley Elliott,G,32,21.2,5.6,2.0,4.7,42.0,0.2,0.8,28.0,1.4,2.2,65.7,3.2,0.9,0.8,0.4,1.5,,,,,,
1939,Brian Williams,C,27,19.1,5.6,2.4,4.8,50.4,0.0,0.0,0.0,0.8,1.4,55.3,6.4,0.7,0.4,0.7,1.2,,,,,,
1940,Jay Gavin,G,17,14.1,5.6,1.7,4.7,36.3,0.9,2.6,34.1,1.3,2.1,61.1,1.9,1.4,0.4,0.1,0.8,,,,,,
1941,Korie Lucious,G,36,22.9,5.6,1.9,5.7,34.1,1.2,3.9,31.7,0.5,0.6,73.9,1.7,3.3,0.8,0.1,1.9,,,,,,
1942,Todd O'Brien,C,31,22.7,5.6,2.2,4.9,44.4,0.0,0.0,0.0,1.2,2.0,59.7,6.3,0.5,1.0,1.0,1.5,,,,,,
1942,Jeremiah Kelly,G,31,30.6,5.6,2.0,6.0,33.9,0.9,3.0,29.0,0.6,1.0,64.5,2.5,2.7,1.2,0.0,1.1,,,,,,
1942,Joe Willman,F,31,18.4,5.6,2.5,5.1,49.0,0.0,0.1,0.0,0.6,0.9,67.9,3.8,0.4,0.6,0.4,0.8,,,,,,
1945,Brian Zoubek,C,40,18.7,5.6,2.3,3.5,63.8,0.0,0.0,0.0,1.1,2.0,55.1,7.7,1.0,0.7,0.8,1.2,,,,,,
1946,Mike Felt,G,7,16.1,5.6,1.9,6.0,31.0,1.4,4.9,29.4,0.4,0.6,75.0,2.7,0.7,0.3,0.3,0.7,,,,,,
1947,Chad Wilson,G,25,21.6,5.6,1.9,5.2,37.2,1.2,3.6,33.3,0.5,0.9,56.5,1.6,0.8,0.8,0.0,0.9,,,,,,
1947,LeShaun Murphy,G,25,13.7,5.6,2.0,4.7,43.2,0.2,0.6,35.7,1.3,2.3,56.1,1.3,0.8,0.4,0.2,1.5,,,,,,
1949,Austin Dufault,F,31,21.5,5.5,2.0,4.4,45.3,0.5,1.4,38.1,1.0,1.7,59.3,3.1,0.9,0.7,0.4,0.6,,,,,,
1950,Cooper Land,F,24,16.6,5.5,1.8,4.3,42.2,0.8,2.3,32.7,1.2,1.6,76.3,2.9,0.8,0.5,0.0,1.0,,,,,,
1951,Dominique Lacy,F,28,16.9,5.5,2.1,5.0,41.8,0.6,1.8,31.4,0.8,1.1,67.7,2.9,0.9,0.5,0.4,1.9,,,,,,
1952,Phil Turner,G,36,20.9,5.5,1.7,5.1,33.5,0.7,2.6,26.9,1.4,1.7,80.6,4.3,1.4,1.1,0.3,1.0,,,,,,
1953,Antwone Snead,F,29,22.3,5.5,2.0,3.9,50.4,0.0,0.0,0.0,1.6,2.6,62.2,6.6,1.2,0.6,0.3,1.3,,,,,,
1954,Johnny Moran,G,33,26.4,5.5,1.8,5.5,33.1,1.0,3.6,27.5,0.9,1.1,82.9,3.3,1.5,1.1,0.0,1.1,,,,,,
1955,Nick Vier,G,35,24.6,5.5,1.6,4.7,34.1,0.7,2.3,32.9,1.6,2.1,76.4,2.5,2.6,1.1,0.1,1.9,,,,,,
1956,Joevan Catron,F,4,21.3,5.5,1.0,3.0,33.3,0.0,0.3,0.0,3.5,4.0,87.5,5.8,0.8,1.0,0.5,1.5,,,,,,
1956,Jason Averkamp,F,34,17.9,5.5,1.7,3.5,49.6,0.3,1.1,28.2,1.7,2.3,74.4,3.6,0.7,0.2,0.3,0.9,,,,,,
1956,Xavier Gibson,F-C,32,12.8,5.5,2.2,4.0,55.5,0.2,0.5,40.0,0.9,1.6,53.8,2.8,0.3,0.4,0.8,1.3,,,,,,
1956,Ashen Ward,G,30,21.0,5.5,1.8,4.9,37.0,0.9,2.9,30.2,1.0,1.3,77.5,2.9,1.0,0.6,0.2,1.2,,,,,,
1956,Michael Williams,G,26,18.2,5.5,2.0,4.5,44.0,1.1,2.6,43.3,0.5,0.7,66.7,1.3,1.5,0.2,0.0,1.2,,,,,,
1961,Marsharee Neely,G,35,15.7,5.5,2.1,5.4,39.7,0.8,2.6,30.0,0.4,0.6,71.4,2.9,0.9,0.5,0.0,0.7,,,,,,
1962,Sherrod Wright,G,31,16.1,5.5,1.8,4.1,43.0,0.4,1.4,26.2,1.6,2.2,71.0,1.7,0.5,0.5,0.2,1.1,,,,,,
1963,Farnold Degand,G,29,23.3,5.5,1.8,4.6,39.4,0.6,2.0,31.0,1.3,2.2,56.9,2.4,2.5,0.9,0.3,1.5,,,,,,
1964,Maurice Kemp,F,27,13.2,5.5,2.0,4.3,47.8,0.3,0.9,34.8,1.1,1.9,58.8,2.8,0.5,0.7,0.2,1.0,,,,,,
1965,Dwight Gordon,G,25,21.2,5.5,2.2,5.6,38.8,0.3,1.0,28.0,0.9,1.6,56.4,1.2,1.6,0.5,0.2,1.0,,,,,,
1966,PJ Miller,G,23,25.3,5.5,2.1,5.9,36.3,0.0,0.8,5.6,1.2,2.2,54.0,2.8,3.0,1.1,0.2,2.6,,,,,,
1967,Elston Turner Jr,C,36,15.3,5.5,1.9,4.8,40.1,1.1,3.0,38.0,0.5,0.9,54.5,1.9,0.8,0.6,0.2,0.5,,,,,,
1968,Woody Payne,G,34,28.0,5.5,1.7,3.9,45.0,0.1,0.6,26.3,1.9,2.9,64.3,3.6,4.1,2.2,0.1,2.1,,,,,,
1968,Arthur Bouedo,G,17,22.9,5.5,2.0,5.8,34.3,0.9,3.3,28.6,0.5,1.0,52.9,1.6,1.2,0.5,0.1,1.8,,,,,,
1968,Willis Hall,F,34,18.4,5.5,2.4,4.6,51.3,0.2,0.8,26.9,0.6,0.9,63.3,3.4,0.6,0.4,0.3,0.9,,,,,,
1971,Steven Shepp,G,32,30.6,5.5,1.7,4.5,37.2,1.1,3.2,33.0,1.0,1.8,56.9,2.4,4.6,1.7,0.3,2.2,,,,,,
1972,Jorge Gutierrez,G,30,21.4,5.5,1.8,4.4,42.0,0.5,1.3,41.0,1.3,2.1,60.3,3.0,2.7,0.9,0.1,1.5,,,,,,
1972,Mitchell Watt,F,30,14.3,5.5,2.3,4.1,55.7,0.0,0.0,0.0,0.9,1.7,56.0,2.5,0.7,0.5,1.3,1.8,,,,,,
1972,Fran Urli,F,30,18.5,5.5,1.8,3.6,49.5,0.1,0.2,60.0,1.8,2.6,70.5,3.1,0.5,0.2,0.0,1.0,,,,,,
1975,Montez Downey,G,24,12.5,5.5,1.7,5.0,33.3,0.8,3.0,27.4,1.3,1.8,72.1,2.7,0.3,0.3,0.0,0.9,,,,,,
1976,Allen Huddleston,G,35,14.7,5.5,1.7,4.8,34.7,0.8,2.9,28.4,1.3,2.0,65.7,1.7,0.6,0.5,0.1,0.8,,,,,,
1977,Ryan Dermody,F,31,23.4,5.5,1.8,5.6,31.8,1.4,4.6,30.8,0.5,0.8,62.5,3.3,0.8,0.7,0.5,0.5,,,,,,
1977,Eric Meister,F,31,26.4,5.5,2.5,4.6,53.1,0.0,0.0,0.0,0.5,1.0,53.1,5.6,0.7,0.5,0.7,1.0,,,,,,
1977,Chris Perez,C,31,15.2,5.5,2.1,4.1,51.6,0.3,0.6,50.0,0.9,1.4,61.4,1.6,0.7,0.7,0.0,1.0,,,,,,
1980,Tom Tankelewicz,G,20,17.5,5.5,2.0,5.5,35.8,1.2,3.1,37.1,0.4,0.5,80.0,1.3,0.8,0.8,0.1,1.2,,,,,,
1981,Dexter Strickland,G,36,17.3,5.4,1.9,4.3,43.2,0.2,0.9,23.5,1.5,2.2,69.2,1.5,2.0,0.9,0.1,1.7,,,,,,
1982,Jihad Ali,G,32,14.8,5.4,2.1,5.0,41.9,0.8,2.3,34.7,0.5,0.7,65.2,2.8,0.8,0.8,0.3,1.0,,,,,,
1982,Patrick Rembert,G,32,24.9,5.4,1.5,4.4,34.3,0.6,1.7,32.7,1.9,2.3,82.2,2.1,2.5,0.7,0.1,1.3,,,,,,
1984,William Kossangue,F,30,18.4,5.4,1.9,4.5,41.8,0.4,1.1,38.2,1.3,2.2,58.5,2.5,0.7,0.9,0.1,0.9,,,,,,
1984,Steve Weingarten,F,30,20.1,5.4,1.9,3.6,51.4,0.6,1.5,40.9,1.1,1.5,73.3,4.4,1.0,0.6,0.3,1.0,,,,,,
1986,Nick Evans,C,21,15.7,5.4,2.1,4.2,50.6,0.0,0.0,0.0,1.1,1.6,70.6,3.1,0.2,0.2,0.9,1.2,,,,,,
1986,Glen Rice Jr,G-F,35,18.4,5.4,2.0,4.5,43.9,0.8,1.7,46.7,0.7,1.2,55.8,3.1,1.7,1.1,0.5,1.2,,,,,,
1988,Michael Moss,G,33,28.6,5.4,2.2,6.2,34.5,0.5,2.3,22.1,0.6,1.0,58.8,4.9,4.1,2.2,0.1,3.0,,,,,,
1988,Ben Louis,G,33,27.1,5.4,2.2,5.3,42.5,0.4,1.6,25.9,0.5,0.9,54.8,3.2,2.5,1.5,0.4,1.7,,,,,,
1990,Jarvis Hill,G,19,19.6,5.4,1.6,3.2,50.8,0.5,1.1,47.6,1.6,2.0,81.6,1.3,1.0,0.8,0.0,1.5,,,,,,
1991,Gordo Castillo,G,34,17.2,5.4,1.8,4.2,43.1,1.3,3.4,37.6,0.5,0.5,88.9,1.9,0.7,0.5,0.2,0.7,,,,,,
1991,Cashmere Wright,C,34,18.5,5.4,1.9,5.3,35.6,0.5,2.1,25.7,1.1,1.9,59.4,2.0,2.0,0.7,0.0,1.5,,,,,,
1993,Mickey Perry,G,37,16.4,5.4,1.8,4.6,39.8,0.9,2.5,38.0,0.8,1.3,61.7,1.2,1.7,0.4,0.1,1.4,,,,,,
1993,Ryann Abraham,G,37,18.8,5.4,1.7,4.1,40.5,0.6,2.0,32.0,1.4,2.0,71.2,1.7,2.5,1.1,0.1,1.6,,,,,,
1993,Reggie Keely,F,37,16.3,5.4,2.2,4.5,49.7,0.0,0.0,0.0,0.9,2.3,40.5,4.3,0.5,0.3,0.7,1.1,,,,,,
1996,Jonathan Montgomery,G-F,25,21.0,5.4,1.8,6.6,26.7,1.0,4.2,24.8,0.8,1.2,72.4,2.0,1.2,0.6,0.1,1.4,,,,,,
1996,Chris Manresa,F,30,17.8,5.4,2.1,4.2,50.0,0.0,0.2,20.0,1.2,2.2,53.8,4.0,0.3,0.3,0.6,0.6,,,,,,
1998,Baptiste Bataille,G,33,20.0,5.4,1.5,4.2,35.3,0.7,2.2,29.7,1.8,2.3,75.3,1.7,1.5,0.9,0.0,1.2,,,,,,
1999,Rob Belcore,G,28,33.0,5.4,1.9,5.7,34.0,1.0,3.7,26.0,0.6,0.9,61.5,3.4,2.6,1.2,0.3,2.3,,,,,,
2000,Ousmane Cisse,C,31,23.8,5.4,2.3,4.2,54.3,0.0,0.0,0.0,0.9,1.5,57.4,6.6,1.1,0.7,0.5,1.5,,,,,,
2000,Phil Jones,C,31,17.5,5.4,1.9,4.7,40.8,0.1,0.4,23.1,1.4,2.0,69.8,4.3,0.5,0.2,2.1,0.8,,,,,,
2000,Rod Melvin,G,31,28.2,5.4,1.8,4.5,39.7,0.1,0.7,13.6,1.7,2.5,68.4,3.3,3.8,0.9,0.1,2.4,,,,,,
2003,Dyricus Simms-Edwards,G,26,20.6,5.4,1.9,4.7,39.8,0.5,1.5,34.2,1.1,1.7,64.4,2.4,1.7,0.9,0.1,1.4,,,,,,
2004,David Jackson,F,34,22.1,5.4,1.9,4.4,43.2,0.5,1.3,38.6,1.1,1.6,67.9,4.1,0.6,0.4,0.5,1.0,,,,,,
2005,Rodney Haddix,G,32,22.4,5.4,1.8,4.7,37.3,0.7,2.4,29.5,1.2,1.5,75.5,2.3,1.1,0.8,0.3,1.5,,,,,,
2006,Brandon Davies,F,35,13.5,5.4,2.0,3.7,53.9,0.0,0.0,0.0,1.4,2.5,56.8,3.0,0.3,0.4,0.4,1.3,,,,,,
2007,Jajuan Maxwell,F,27,13.9,5.4,1.9,4.0,47.7,0.1,0.3,28.6,1.5,2.3,67.2,3.1,0.4,0.6,0.4,0.9,,,,,,
2008,Matt Humphrey,G,19,16.2,5.4,1.7,4.9,35.1,1.1,3.3,33.9,0.8,1.3,62.5,2.5,0.6,0.7,0.3,0.8,,,,,,
2009,Jack McGillis,F,30,20.4,5.4,2.1,4.8,43.1,0.4,1.5,25.0,0.9,1.5,59.1,3.4,1.2,0.6,0.3,1.0,,,,,,
2009,Jamelle Hagins,F,30,22.0,5.4,2.2,5.2,42.0,0.0,0.0,0.0,1.0,1.8,54.7,5.3,0.2,0.5,1.0,1.1,,,,,,
2011,Joel Naburgs,G,28,20.0,5.4,1.6,4.5,36.5,1.1,3.3,35.2,0.9,1.3,72.2,2.6,1.7,0.3,0.1,1.1,,,,,,
2012,Kevin Butler,F,32,23.9,5.3,2.1,4.0,52.8,0.0,0.1,0.0,1.2,1.8,66.1,4.6,0.7,0.8,0.5,0.8,,,,,,
2012,Matt Kenney,G,32,20.2,5.3,1.8,4.0,44.2,0.7,2.1,34.8,1.1,1.7,64.2,2.3,2.3,0.9,0.5,1.1,,,,,,
2014,Vance Cooksey,G,30,18.7,5.3,1.7,3.9,43.2,0.4,1.3,30.0,1.5,2.2,69.7,2.3,2.0,1.1,0.1,1.6,,,,,,
2014,Ceslovas Kucinskas,C,30,19.7,5.3,2.1,4.1,50.4,0.1,0.2,42.9,1.1,1.4,76.7,3.5,0.2,0.3,0.3,0.8,,,,,,
2014,Jaroslav Tyrna,C,30,21.6,5.3,2.0,4.3,45.7,0.6,1.5,40.0,0.8,1.5,53.3,3.4,0.7,0.6,0.5,1.7,,,,,,
2014,Marc Hill,G,33,18.1,5.3,1.7,5.0,34.8,0.8,2.7,28.1,1.1,1.5,72.5,1.2,2.1,0.4,0.0,1.6,,,,,,
2014,Nate Hutcheson,F,33,16.2,5.3,1.9,4.5,42.2,0.5,1.4,36.2,1.1,1.6,64.8,2.7,0.5,0.4,0.3,1.2,,,,,,
2014,Kevin Dukes,G,33,20.4,5.3,1.8,4.5,40.9,1.5,3.8,40.3,0.1,0.2,50.0,1.3,1.1,0.4,0.1,0.7,,,,,,
2014,Ronald Spencer,F-C,18,19.6,5.3,2.0,3.8,52.2,0.0,0.0,0.0,1.3,2.9,46.2,5.4,0.2,0.2,1.1,1.2,,,,,,
2021,Sai'Quon Stone,G,34,25.1,5.3,1.2,3.1,37.7,0.0,0.0,0.0,3.0,3.7,80.2,3.8,1.1,0.6,0.1,1.5,,,,,,
2021,Marcus Wright,G,34,15.4,5.3,2.0,4.5,43.8,0.5,1.5,34.0,0.9,1.3,69.8,2.1,1.3,0.4,0.1,1.6,,,,,,
2023,Melvin Goins,G,31,16.0,5.3,1.9,4.8,38.7,0.5,1.6,32.7,1.1,1.7,63.5,1.9,1.8,1.0,0.0,1.1,,,,,,
2023,Buchi Awaji,G,31,17.4,5.3,1.9,4.7,40.8,0.9,2.5,37.7,0.5,0.8,66.7,2.5,0.8,0.6,0.1,0.8,,,,,,
2025,Josh Lepley,C,28,14.4,5.3,1.9,3.4,57.4,0.0,0.0,0.0,1.5,2.6,56.2,3.8,0.5,0.4,0.8,1.4,,,,,,
2026,Kyle Riley,G,25,18.4,5.3,2.2,5.7,37.8,0.2,2.1,11.5,0.8,1.4,52.8,1.2,1.3,0.6,0.1,1.6,,,,,,
2027,Marcus Wells,G,29,21.6,5.3,1.9,5.7,32.9,0.2,1.4,11.9,1.4,2.1,66.1,2.2,1.9,0.8,0.0,2.2,,,,,,
2028,Orren Tims,F,30,15.6,5.3,2.0,4.9,41.5,0.0,0.5,0.0,1.2,1.9,63.8,3.1,0.6,0.4,0.1,1.6,,,,,,
2028,Lyndon Jordan,G,30,22.8,5.3,1.8,4.7,38.3,0.8,2.5,31.6,0.9,1.3,71.1,3.5,1.4,0.7,0.0,0.9,,,,,,
2028,Brandon Sebirumbi,F,30,19.0,5.3,1.6,3.1,51.6,0.0,0.0,0.0,2.1,3.1,67.7,2.8,0.4,0.3,0.4,1.4,,,,,,
2028,Barry Latham,G-F,30,26.8,5.3,2.0,5.5,36.4,0.4,1.1,34.4,0.9,1.8,51.9,3.5,1.4,0.7,0.4,1.9,,,,,,
2028,Danny Mundweiler,G,30,16.8,5.3,1.7,4.2,40.5,1.3,3.3,40.4,0.6,0.8,73.9,0.7,0.7,0.2,0.0,1.2,,,,,,
2033,Jonathan Inman,F,27,17.4,5.3,1.7,4.0,43.1,0.0,0.0,0.0,1.8,3.0,61.3,3.9,0.6,0.6,0.9,1.1,,,,,,
2033,Akeem Johnson,F,27,17.7,5.3,2.3,4.0,56.9,0.0,0.0,0.0,0.7,1.6,44.2,2.8,0.1,0.4,0.3,0.8,,,,,,
2035,Bishop Wheatley,F,31,27.6,5.3,2.0,5.5,37.3,0.1,0.3,22.2,1.2,1.5,80.0,3.5,1.2,0.4,0.3,1.5,,,,,,
2035,Jason Duty,G,31,27.9,5.3,1.7,4.8,35.1,1.3,3.8,34.2,0.6,0.9,74.1,2.0,1.3,0.6,0.1,0.7,,,,,,
2035,Nate Tomlinson,G,31,27.3,5.3,1.6,3.4,46.2,0.9,2.2,43.3,1.2,1.5,82.2,2.5,4.2,1.1,0.0,2.1,,,,,,
2035,Brad Redford,G,31,13.4,5.3,1.7,3.9,43.0,1.5,3.6,42.5,0.4,0.5,85.7,0.6,0.4,0.2,0.0,0.5,,,,,,
2039,Richard Thomas,G,21,17.9,5.3,1.6,4.4,36.6,0.8,2.6,29.6,1.3,1.9,67.5,2.1,1.0,0.4,0.4,1.6,,,,,,
2040,James Beatty,G,32,25.6,5.3,1.8,4.4,42.1,1.2,3.0,40.6,0.4,0.7,54.5,2.1,3.6,1.3,0.1,1.7,,,,,,
2041,Dijon Manns,C,25,16.1,5.3,2.3,4.8,47.5,0.0,0.0,0.0,0.7,0.9,78.3,2.5,0.2,0.2,0.7,1.7,,,,,,
2042,Jonathan Cruz,F,33,20.1,5.3,2.3,4.6,51.0,0.0,0.1,0.0,0.6,1.2,51.3,4.5,0.7,0.4,0.3,1.5,,,,,,
2043,Aaron England,G,30,16.4,5.3,1.8,4.4,41.2,0.9,2.3,39.1,0.8,0.8,95.8,1.5,0.7,0.3,0.1,0.8,,,,,,
2043,Quinton Doggett,F,30,21.0,5.3,2.1,5.2,40.8,0.0,0.0,0.0,1.0,1.7,58.8,3.9,0.1,0.4,1.4,0.8,,,,,,
2045,Victor Davila,F,34,23.2,5.3,2.1,4.4,47.7,0.0,0.0,0.0,1.0,1.9,53.8,4.2,0.4,0.2,0.8,0.9,,,,,,
2045,Anthony Marshall,G,34,19.1,5.3,2.1,4.8,44.4,0.0,0.7,4.3,1.0,1.8,54.8,3.1,1.7,1.3,0.4,1.7,,,,,,
2047,Andre McFarland,F,23,14.5,5.3,1.7,4.3,40.4,1.3,3.2,40.5,0.5,0.6,84.6,1.3,0.3,0.2,0.0,0.7,,,,,,
2048,Matt LaBove,C,27,18.7,5.3,1.9,5.0,37.5,0.0,0.0,0.0,1.5,2.3,63.5,4.6,0.4,0.1,0.5,1.2,,,,,,
2049,Doug Elwell,G-F,31,24.5,5.3,1.9,5.6,34.7,1.2,3.9,31.1,0.2,0.3,62.5,4.1,1.9,0.8,1.2,1.2,,,,,,
2049,Lathen Wallace,G,31,13.9,5.3,1.7,4.8,36.0,0.9,2.9,30.0,0.9,1.1,80.0,1.5,0.4,0.5,0.1,0.9,,,,,,
2049,Dylan Hale,G,31,15.4,5.3,1.7,4.5,38.6,1.2,3.3,35.3,0.6,0.9,65.5,1.6,1.2,1.0,0.0,0.9,,,,,,
2052,Ronnie Thomas,F,32,19.8,5.3,2.2,4.6,47.9,0.6,1.6,34.6,0.3,0.7,45.5,2.6,0.8,0.3,0.2,0.8,,,,,,
2052,Tyler Baker,F,4,13.5,5.3,2.3,4.8,47.4,0.3,0.8,33.3,0.5,1.0,50.0,3.5,0.8,0.8,0.0,1.8,,,,,,
2052,Ryan Silva,G,8,15.9,5.3,1.5,4.3,35.3,1.4,3.3,42.3,0.9,1.0,87.5,1.8,1.9,0.5,0.0,2.0,,,,,,
2052,Abebe Demissie,F,12,13.5,5.3,1.6,4.0,39.6,0.3,1.4,17.6,1.8,3.3,56.4,3.8,1.6,0.4,0.6,1.2,,,,,,
2056,Johann Mpondo,F,29,22.0,5.2,2.2,4.7,46.3,0.0,0.0,0.0,0.9,1.5,60.5,3.3,0.3,0.4,0.3,1.1,,,,,,
2057,Michael Teller,F,30,22.3,5.2,1.9,5.0,37.1,1.1,3.3,34.7,0.4,0.6,57.9,3.2,1.1,0.6,0.1,0.6,,,,,,
2058,Clive Weeden,C,28,22.2,5.2,2.0,5.1,40.1,0.0,0.1,50.0,1.1,2.0,55.4,4.8,0.8,0.5,0.6,1.4,,,,,,
2059,Kavon Lacey,G,24,26.4,5.2,2.0,4.7,42.0,0.3,0.6,40.0,1.0,1.3,78.1,3.0,3.1,0.8,0.0,2.2,,,,,,
2060,Spencer Stewart,G,25,32.5,5.2,1.6,5.1,32.0,0.8,2.7,31.3,1.1,1.4,75.0,3.9,4.9,0.7,0.3,3.2,,,,,,
2060,Amir Rashid,G,25,21.6,5.2,1.8,5.5,31.9,0.2,1.0,20.0,1.5,2.4,60.7,1.7,2.3,1.3,0.0,1.8,,,,,,
2062,Elliott Lloyd,G,33,17.9,5.2,1.7,4.6,37.7,1.0,2.7,37.8,0.7,1.0,69.7,1.8,0.9,0.5,0.1,1.2,,,,,,
